"","Soil_property","ME","RMSE","SS","mean_theta","median_th","R2"
"1","CEC.A","0.00212119901631129","3.15915142535466","2934.1898921262",1.03482926113298,0.379887544261306,0.179978974313364
"2","CEC.B","-0.00789114438521203","3.99606982188398","4694.76076228333",1.05197747534024,0.375552632252618,0.499386522833029
"3","CEC.C","-0.00681122661881184","5.43103429763606","8671.86326137717",0.971784818284123,0.219198694365288,0.454976350163562
"4","OC.A","0.000130644748465808","0.405612598461338","48.3693445289843",1.07432313319532,0.376205594342084,0.23497330491357
"5","OC.B","-1.9514051232829e-05","0.135817334470686","5.4232264127603",1.06428821586613,0.342325520322375,0.0323834382573621
"6","OC.C","-1.27394962345239e-06","0.0566383271204822","0.943122629107985",1.019104155964,0.368262499440041,0.0177187055235453
"7","clay.A","0.000178291397277488","4.0519994085283","4827.09756677383",1.03174167554582,0.293772647545628,0.1487354071964
"8","clay.B","-0.0122884099378317","5.12567499709136","7724.12798768742",0.991088882808771,0.402934355082991,0.604129702449834
"9","clay.C","-0.00900379579098059","6.806274129898","13619.6580542077",1.05733125648059,0.528823417213871,0.420542960959763
